datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered
11-06-2011 05:00,2,0,0,1,27.88,31.82,74,8.9981,4,12
11-06-2011 06:00,2,0,0,1,28.7,32.575,61,8.9981,9,31
11-06-2011 07:00,2,0,0,1,29.52,33.335,58,12.998,18,50
11-06-2011 08:00,2,0,0,1,30.34,34.09,58,12.998,32,111
11-06-2011 09:00,2,0,0,1,30.34,34.09,62,8.9981,59,171
11-06-2011 10:00,2,0,0,1,30.34,34.09,58,11.0014,91,173
11-06-2011 11:00,2,0,0,1,31.16,35.605,62,8.9981,110,215
11-06-2011 12:00,2,0,0,1,32.8,37.88,55,15.0013,112,235
11-06-2011 13:00,2,0,0,1,32.8,37.88,55,12.998,150,237
11-06-2011 14:00,2,0,0,1,33.62,38.635,49,7.0015,148,232
11-06-2011 15:00,2,0,0,1,33.62,38.635,49,7.0015,142,232
11-06-2011 16:00,2,0,0,2,32.8,36.365,46,12.998,169,225
11-06-2011 17:00,2,0,0,2,30.34,34.09,58,11.0014,147,190
11-06-2011 18:00,2,0,0,2,29.52,34.09,62,8.9981,131,155
11-06-2011 19:00,2,0,0,1,28.7,32.575,65,12.998,97,167
11-06-2011 20:00,2,0,0,1,27.88,31.82,74,16.9979,95,180
11-06-2011 21:00,2,0,0,1,27.06,31.06,74,15.0013,76,144
11-06-2011 22:00,2,0,0,1,27.06,30.305,78,15.0013,53,137
11-06-2011 23:00,2,0,0,1,27.06,31.06,74,7.0015,24,107
12-06-2011 00:00,2,0,0,1,27.06,30.305,78,15.0013,19,100
12-06-2011 01:00,2,0,0,1,26.24,28.79,83,7.0015,19,74
12-06-2011 02:00,2,0,0,1,26.24,28.79,89,16.9979,9,57
12-06-2011 03:00,2,0,0,1,26.24,28.79,89,19.0012,8,20
12-06-2011 04:00,2,0,0,1,25.42,28.03,88,11.0014,8,6
12-06-2011 05:00,2,0,0,1,25.42,28.03,88,15.0013,5,5
12-06-2011 06:00,2,0,0,1,25.42,28.03,88,7.0015,5,9
12-06-2011 07:00,2,0,0,1,26.24,29.545,78,7.0015,7,27
12-06-2011 08:00,2,0,0,1,28.7,33.335,74,0,28,64
12-06-2011 09:00,2,0,0,1,29.52,34.09,66,0,75,107
12-06-2011 10:00,2,0,0,1,31.16,35.605,58,6.0032,120,191
12-06-2011 11:00,2,0,0,1,31.98,36.365,55,7.0015,131,236
12-06-2011 12:00,2,0,0,1,33.62,37.88,46,0,176,244
12-06-2011 13:00,2,0,0,1,31.98,37.12,59,19.0012,109,264
12-06-2011 14:00,2,0,0,1,33.62,39.395,56,16.9979,96,219
12-06-2011 15:00,2,0,0,1,32.8,38.635,59,19.9995,142,218
12-06-2011 16:00,2,0,0,3,27.88,31.82,83,19.0012,115,235
12-06-2011 17:00,2,0,0,3,27.88,31.82,83,19.0012,94,158
12-06-2011 18:00,2,0,0,1,28.7,33.335,74,11.0014,69,187
12-06-2011 19:00,2,0,0,1,28.7,33.335,74,7.0015,67,156
12-06-2011 20:00,2,0,0,1,27.06,30.305,83,11.0014,62,144
12-06-2011 21:00,2,0,0,1,27.06,30.305,83,7.0015,39,101
12-06-2011 22:00,2,0,0,1,26.24,28.79,83,8.9981,31,97
12-06-2011 23:00,2,0,0,1,26.24,29.545,78,12.998,33,74
13-06-2011 00:00,2,0,1,1,26.24,29.545,78,8.9981,8,20
13-06-2011 01:00,2,0,1,1,26.24,30.305,73,15.0013,6,10
13-06-2011 02:00,2,0,1,1,25.42,29.545,73,19.0012,2,8
13-06-2011 03:00,2,0,1,1,24.6,30.305,60,32.9975,1,6
13-06-2011 04:00,2,0,1,1,22.96,26.515,64,19.9995,1,3
13-06-2011 05:00,2,0,1,1,22.14,25.76,64,26.0027,2,27
13-06-2011 06:00,2,0,1,1,22.14,25.76,64,27.9993,7,98
13-06-2011 07:00,2,0,1,1,22.96,26.515,56,23.9994,26,302
13-06-2011 08:00,2,0,1,1,23.78,27.275,49,30.0026,44,432
13-06-2011 09:00,2,0,1,1,25.42,31.06,46,23.9994,35,189
13-06-2011 10:00,2,0,1,1,26.24,31.06,41,22.0028,38,80
13-06-2011 11:00,2,0,1,1,27.06,31.06,41,19.9995,53,106
13-06-2011 12:00,2,0,1,1,27.06,31.06,41,19.0012,35,161
13-06-2011 13:00,2,0,1,1,28.7,31.82,37,0,53,174
13-06-2011 14:00,2,0,1,1,28.7,31.82,34,16.9979,55,145
13-06-2011 15:00,2,0,1,1,28.7,31.82,37,30.0026,58,127
13-06-2011 16:00,2,0,1,1,28.7,31.82,37,27.9993,64,262
13-06-2011 17:00,2,0,1,1,28.7,31.82,39,22.0028,72,529
13-06-2011 18:00,2,0,1,1,28.7,31.82,37,23.9994,76,510
13-06-2011 19:00,2,0,1,1,27.06,31.06,39,19.0012,75,348
13-06-2011 20:00,2,0,1,1,26.24,31.06,44,16.9979,78,253
13-06-2011 21:00,2,0,1,1,26.24,31.06,41,16.9979,40,178
13-06-2011 22:00,2,0,1,1,25.42,31.06,46,15.0013,20,114
13-06-2011 23:00,2,0,1,1,25.42,31.06,46,12.998,14,75
14-06-2011 00:00,2,0,1,1,24.6,31.06,49,12.998,13,18
14-06-2011 01:00,2,0,1,1,24.6,31.06,49,16.9979,3,10
14-06-2011 02:00,2,0,1,1,24.6,31.06,49,19.0012,2,8
14-06-2011 03:00,2,0,1,1,23.78,27.275,53,22.0028,1,1
14-06-2011 04:00,2,0,1,1,22.14,25.76,60,16.9979,0,3
14-06-2011 05:00,2,0,1,1,22.14,25.76,56,22.0028,3,23
14-06-2011 06:00,2,0,1,1,22.14,25.76,56,19.9995,6,107
14-06-2011 07:00,2,0,1,1,22.96,26.515,52,27.9993,19,346
14-06-2011 08:00,2,0,1,1,23.78,27.275,49,26.0027,45,441
14-06-2011 09:00,2,0,1,1,25.42,31.06,46,12.998,19,174
14-06-2011 10:00,2,0,1,1,25.42,31.06,46,15.0013,33,97
14-06-2011 11:00,2,0,1,1,26.24,31.06,41,19.0012,40,103
14-06-2011 12:00,2,0,1,1,26.24,31.06,41,23.9994,30,139
14-06-2011 13:00,2,0,1,1,26.24,31.06,44,15.0013,33,176
14-06-2011 14:00,2,0,1,2,26.24,31.06,47,12.998,41,118
14-06-2011 15:00,2,0,1,1,26.24,31.06,47,11.0014,42,136
14-06-2011 16:00,2,0,1,1,27.88,31.82,41,12.998,51,279
14-06-2011 17:00,2,0,1,3,26.24,31.06,50,19.0012,85,484
14-06-2011 18:00,2,0,1,1,25.42,31.06,51,22.0028,65,473
14-06-2011 19:00,2,0,1,1,26.24,31.06,50,23.9994,51,335
14-06-2011 20:00,2,0,1,1,24.6,31.06,56,11.0014,60,237
14-06-2011 21:00,2,0,1,1,24.6,31.06,56,19.9995,37,206
14-06-2011 22:00,2,0,1,1,23.78,27.275,60,15.0013,29,159
14-06-2011 23:00,2,0,1,1,22.96,26.515,68,15.0013,19,91
15-06-2011 00:00,2,0,1,1,22.96,26.515,64,23.9994,8,44
15-06-2011 01:00,2,0,1,1,22.14,25.76,64,19.0012,0,14
15-06-2011 02:00,2,0,1,1,21.32,25,63,15.0013,0,9
15-06-2011 03:00,2,0,1,1,20.5,24.24,68,16.9979,0,1
15-06-2011 04:00,2,0,1,1,20.5,24.24,63,19.0012,0,4
15-06-2011 05:00,2,0,1,1,19.68,23.485,67,19.0012,1,20
15-06-2011 06:00,2,0,1,1,20.5,24.24,63,16.9979,11,110
15-06-2011 07:00,2,0,1,1,22.14,25.76,60,8.9981,22,348
15-06-2011 08:00,2,0,1,1,23.78,27.275,53,8.9981,53,445
15-06-2011 09:00,2,0,1,1,24.6,31.06,49,0,22,185
15-06-2011 10:00,2,0,1,1,26.24,31.06,47,11.0014,27,108
15-06-2011 11:00,2,0,1,1,27.88,31.82,36,0,49,115
15-06-2011 12:00,2,0,1,1,28.7,31.82,34,15.0013,33,178
15-06-2011 13:00,2,0,1,1,30.34,32.575,28,19.0012,43,146
15-06-2011 14:00,2,0,1,1,30.34,32.575,28,0,50,128
15-06-2011 15:00,2,0,1,1,31.16,33.335,27,0,33,131
15-06-2011 16:00,2,0,1,1,31.16,33.335,27,8.9981,47,265
15-06-2011 17:00,2,0,1,1,30.34,32.575,28,7.0015,83,555
15-06-2011 18:00,2,0,1,1,29.52,32.575,32,8.9981,80,527
15-06-2011 19:00,2,0,1,1,28.7,31.82,37,19.0012,54,362
15-06-2011 20:00,2,0,1,1,27.06,31.06,44,11.0014,57,273
15-06-2011 21:00,2,0,1,1,26.24,31.06,47,15.0013,48,209
15-06-2011 22:00,2,0,1,1,25.42,31.06,50,7.0015,31,144
15-06-2011 23:00,2,0,1,1,25.42,31.06,53,0,17,90
16-06-2011 00:00,2,0,1,1,24.6,31.06,56,7.0015,9,38
16-06-2011 01:00,2,0,1,1,23.78,27.275,60,0,4,13
16-06-2011 02:00,2,0,1,1,24.6,31.06,56,6.0032,1,4
16-06-2011 03:00,2,0,1,2,22.96,26.515,73,6.0032,0,4
16-06-2011 04:00,2,0,1,2,22.96,26.515,68,7.0015,0,6
16-06-2011 05:00,2,0,1,1,24.6,30.305,64,12.998,7,18
16-06-2011 06:00,2,0,1,3,23.78,27.275,73,11.0014,8,104
16-06-2011 07:00,2,0,1,3,22.96,26.515,78,11.0014,16,172
16-06-2011 08:00,2,0,1,2,24.6,29.545,69,8.9981,24,364
16-06-2011 09:00,2,0,1,2,25.42,30.305,65,12.998,29,232
16-06-2011 10:00,2,0,1,2,27.06,31.06,61,16.9979,18,103
16-06-2011 11:00,2,0,1,2,27.88,31.82,61,19.9995,33,117
16-06-2011 12:00,2,0,1,1,29.52,33.335,54,26.0027,41,165
16-06-2011 13:00,2,0,1,2,29.52,33.335,54,16.9979,37,114
16-06-2011 14:00,2,0,1,2,29.52,33.335,54,22.0028,39,114
16-06-2011 15:00,2,0,1,2,28.7,32.575,61,19.9995,32,127
16-06-2011 16:00,2,0,1,3,27.06,31.06,69,12.998,36,258
16-06-2011 17:00,2,0,1,2,26.24,29.545,78,7.0015,42,230
16-06-2011 18:00,2,0,1,1,26.24,28.79,83,15.0013,26,299
16-06-2011 19:00,2,0,1,1,25.42,28.79,83,19.0012,58,269
16-06-2011 20:00,2,0,1,1,25.42,28.79,83,22.0028,25,176
16-06-2011 21:00,2,0,1,3,25.42,28.79,83,16.9979,34,154
16-06-2011 22:00,2,0,1,3,25.42,28.79,83,16.9979,24,127
16-06-2011 23:00,2,0,1,3,24.6,28.03,83,16.9979,2,14
17-06-2011 00:00,2,0,1,1,22.96,26.515,88,6.0032,3,21
17-06-2011 01:00,2,0,1,1,22.96,26.515,94,8.9981,4,19
17-06-2011 02:00,2,0,1,1,22.96,26.515,94,7.0015,2,11
17-06-2011 03:00,2,0,1,1,22.96,26.515,94,7.0015,1,5
17-06-2011 04:00,2,0,1,1,22.14,25.76,94,8.9981,1,5
17-06-2011 05:00,2,0,1,1,22.14,25.76,100,0,1,12
17-06-2011 06:00,2,0,1,1,22.96,26.515,94,0,8,89
17-06-2011 07:00,2,0,1,1,24.6,28.03,83,0,25,225
17-06-2011 08:00,2,0,1,2,24.6,28.03,83,0,28,426
17-06-2011 09:00,2,0,1,1,28.7,32.575,58,12.998,28,196
17-06-2011 10:00,2,0,1,1,28.7,32.575,58,12.998,44,126
17-06-2011 11:00,2,0,1,1,27.88,31.82,69,16.9979,43,138
17-06-2011 12:00,2,0,1,1,28.7,32.575,65,16.9979,49,194
17-06-2011 13:00,2,0,1,1,30.34,34.09,62,19.0012,48,156
17-06-2011 14:00,2,0,1,1,31.16,34.85,52,12.998,73,142
17-06-2011 15:00,2,0,1,1,31.98,34.85,43,15.0013,62,181
17-06-2011 16:00,2,0,1,1,31.16,34.09,45,11.0014,69,286
17-06-2011 17:00,2,0,1,3,31.16,34.09,40,12.998,85,467
17-06-2011 18:00,2,0,1,3,31.16,34.09,40,12.998,62,388
17-06-2011 19:00,2,0,1,3,26.24,28.79,83,16.9979,53,275
17-06-2011 20:00,2,0,1,1,26.24,29.545,78,7.0015,40,192
17-06-2011 21:00,2,0,1,1,26.24,29.545,78,6.0032,49,159
17-06-2011 22:00,2,0,1,1,25.42,28.03,88,8.9981,48,127
17-06-2011 23:00,2,0,1,1,25.42,28.79,83,8.9981,37,141
18-06-2011 00:00,2,0,0,1,25.42,28.03,88,8.9981,21,83
18-06-2011 01:00,2,0,0,1,25.42,28.79,83,7.0015,15,80
18-06-2011 02:00,2,0,0,1,24.6,27.275,88,0,16,37
18-06-2011 03:00,2,0,0,1,24.6,27.275,88,6.0032,4,16
18-06-2011 04:00,2,0,0,1,24.6,27.275,88,6.0032,1,4
18-06-2011 05:00,2,0,0,1,25.42,28.79,83,0,1,6
18-06-2011 06:00,2,0,0,1,25.42,28.79,83,7.0015,9,18
18-06-2011 07:00,2,0,0,1,26.24,29.545,78,8.9981,12,45
18-06-2011 08:00,2,0,0,1,27.06,30.305,78,6.0032,28,103
18-06-2011 09:00,2,0,0,1,28.7,32.575,61,15.0013,62,156
18-06-2011 10:00,2,0,0,1,29.52,34.09,62,12.998,68,176
18-06-2011 11:00,2,0,0,1,29.52,34.09,62,8.9981,134,270
18-06-2011 12:00,2,0,0,1,30.34,34.85,66,6.0032,162,258
18-06-2011 13:00,2,0,0,1,31.16,34.85,55,0,135,192
18-06-2011 14:00,2,0,0,2,32.8,36.365,46,19.0012,138,196
18-06-2011 15:00,2,0,0,2,33.62,37.88,46,8.9981,153,214
18-06-2011 16:00,2,0,0,2,31.16,34.85,52,15.0013,193,275
18-06-2011 17:00,2,0,0,2,31.16,34.09,48,11.0014,210,239
18-06-2011 18:00,2,0,0,2,30.34,34.09,55,12.998,118,263
18-06-2011 19:00,2,0,0,2,30.34,33.335,51,7.0015,99,227
18-06-2011 20:00,2,0,0,2,29.52,33.335,58,8.9981,61,127
18-06-2011 21:00,2,0,0,2,29.52,34.09,66,7.0015,58,125
18-06-2011 22:00,2,0,0,2,29.52,34.09,62,8.9981,56,105
18-06-2011 23:00,2,0,0,2,29.52,34.09,62,0,53,97
19-06-2011 00:00,2,0,0,1,28.7,32.575,65,0,18,71
19-06-2011 01:00,2,0,0,2,28.7,32.575,65,6.0032,17,59
19-06-2011 02:00,2,0,0,1,27.88,31.82,74,6.0032,13,59
19-06-2011 03:00,2,0,0,2,27.06,30.305,78,8.9981,14,16
19-06-2011 04:00,2,0,0,2,27.06,31.06,74,8.9981,7,10
19-06-2011 05:00,2,0,0,2,27.06,30.305,78,0,7,12
19-06-2011 06:00,2,0,0,2,27.06,30.305,78,11.0014,11,22
19-06-2011 07:00,2,0,0,2,27.06,30.305,78,11.0014,35,36
19-06-2011 08:00,2,0,0,3,27.88,31.82,74,7.0015,25,59
19-06-2011 09:00,2,0,0,2,27.88,31.82,74,7.0015,58,111
19-06-2011 10:00,2,0,0,2,28.7,32.575,61,7.0015,86,158
19-06-2011 11:00,2,0,0,2,29.52,33.335,58,6.0032,141,236
19-06-2011 12:00,2,0,0,2,30.34,34.09,55,6.0032,141,255
19-06-2011 13:00,2,0,0,2,30.34,33.335,51,0,149,214
19-06-2011 14:00,2,0,0,3,30.34,34.09,58,7.0015,124,193
19-06-2011 15:00,2,0,0,2,30.34,34.09,55,7.0015,146,216
19-06-2011 16:00,2,0,0,2,31.16,34.09,48,0,121,257
19-06-2011 17:00,2,0,0,1,30.34,33.335,51,0,159,238
19-06-2011 18:00,2,0,0,2,30.34,34.09,58,6.0032,78,218
19-06-2011 19:00,2,0,0,1,29.52,34.09,62,8.9981,94,217
19-06-2011 20:00,2,0,0,1,28.7,32.575,70,12.998,86,146
19-06-2011 21:00,2,0,0,1,27.88,31.82,79,8.9981,57,110
19-06-2011 22:00,2,0,0,1,27.06,30.305,78,15.0013,38,114
19-06-2011 23:00,2,0,0,1,27.06,30.305,78,12.998,14,78
20-06-2011 00:00,2,0,1,1,27.06,30.305,83,11.0014,7,19
20-06-2011 01:00,2,0,1,1,26.24,28.79,89,6.0032,9,3
20-06-2011 02:00,2,0,1,1,26.24,28.79,89,6.0032,2,0
20-06-2011 03:00,2,0,1,3,26.24,28.79,89,0,1,0
20-06-2011 04:00,2,0,1,3,25.42,28.03,88,11.0014,1,2
20-06-2011 05:00,2,0,1,3,25.42,28.79,83,8.9981,0,3
20-06-2011 06:00,2,0,1,3,24.6,28.79,78,8.9981,1,25
20-06-2011 07:00,2,0,1,3,22.96,26.515,88,12.998,0,46
20-06-2011 08:00,2,0,1,3,22.96,26.515,83,12.998,12,209
20-06-2011 09:00,2,0,1,2,24.6,28.79,78,16.9979,19,200
20-06-2011 10:00,2,0,1,2,24.6,28.79,78,16.9979,33,58
20-06-2011 11:00,2,0,1,2,24.6,28.79,78,7.0015,27,67
20-06-2011 12:00,2,0,1,2,25.42,30.305,69,7.0015,33,129
20-06-2011 13:00,2,0,1,1,26.24,30.305,65,7.0015,50,129
20-06-2011 14:00,2,0,1,1,27.06,31.06,61,7.0015,45,130
20-06-2011 15:00,2,0,1,1,27.06,31.06,61,8.9981,66,139
20-06-2011 16:00,2,0,1,1,28.7,32.575,58,11.0014,61,238
20-06-2011 17:00,2,0,1,1,28.7,32.575,54,0,81,484
20-06-2011 18:00,2,0,1,1,28.7,32.575,61,16.9979,64,474
20-06-2011 19:00,2,0,1,1,27.06,31.06,65,15.0013,62,369
20-06-2011 20:00,2,0,1,1,27.06,31.06,69,15.0013,52,264
20-06-2011 21:00,2,0,1,1,26.24,30.305,73,11.0014,39,167
20-06-2011 22:00,2,0,1,2,26.24,30.305,73,15.0013,24,106
20-06-2011 23:00,2,0,1,1,25.42,29.545,78,16.9979,10,50
21-06-2011 00:00,3,0,1,1,25.42,29.545,78,11.0014,10,23
21-06-2011 01:00,3,0,1,3,25.42,29.545,78,11.0014,2,12
21-06-2011 02:00,3,0,1,3,25.42,28.79,83,11.0014,1,5
21-06-2011 03:00,3,0,1,3,25.42,28.79,83,11.0014,0,2
21-06-2011 04:00,3,0,1,2,24.6,27.275,88,7.0015,2,7
21-06-2011 05:00,3,0,1,2,24.6,27.275,88,8.9981,3,22
21-06-2011 06:00,3,0,1,2,24.6,27.275,88,8.9981,8,107
21-06-2011 07:00,3,0,1,2,24.6,25.76,94,0,21,288
21-06-2011 08:00,3,0,1,2,25.42,28.03,88,7.0015,33,368
21-06-2011 09:00,3,0,1,2,25.42,28.03,88,16.9979,32,243
21-06-2011 10:00,3,0,1,2,26.24,28.79,83,12.998,41,120
21-06-2011 11:00,3,0,1,1,27.06,30.305,83,11.0014,52,119
21-06-2011 12:00,3,0,1,1,28.7,33.335,74,11.0014,40,149
21-06-2011 13:00,3,0,1,1,30.34,34.85,66,11.0014,49,158
21-06-2011 14:00,3,0,1,1,31.16,35.605,62,15.0013,44,108
21-06-2011 15:00,3,0,1,1,31.98,37.12,59,16.9979,42,128
21-06-2011 16:00,3,0,1,1,32.8,38.635,59,15.0013,62,273
21-06-2011 17:00,3,0,1,1,31.98,37.88,66,15.0013,65,507
21-06-2011 18:00,3,0,1,2,31.16,36.365,70,16.9979,67,469
21-06-2011 19:00,3,0,1,2,30.34,35.605,74,15.0013,67,358
21-06-2011 20:00,3,0,1,3,30.34,34.85,70,15.0013,72,254
21-06-2011 21:00,3,0,1,1,29.52,34.85,74,12.998,38,191
21-06-2011 22:00,3,0,1,1,28.7,33.335,79,7.0015,12,97
21-06-2011 23:00,3,0,1,1,28.7,33.335,74,7.0015,11,53
22-06-2011 00:00,3,0,1,1,27.06,30.305,78,12.998,15,18
22-06-2011 01:00,3,0,1,1,27.06,30.305,78,8.9981,2,19
22-06-2011 02:00,3,0,1,1,27.06,30.305,78,0,2,5
22-06-2011 03:00,3,0,1,1,27.06,30.305,78,8.9981,0,7
22-06-2011 04:00,3,0,1,1,26.24,28.79,83,0,3,8
22-06-2011 05:00,3,0,1,1,26.24,28.79,89,0,2,21
22-06-2011 06:00,3,0,1,1,27.06,30.305,83,0,12,110
22-06-2011 07:00,3,0,1,1,28.7,33.335,79,0,23,288
22-06-2011 08:00,3,0,1,1,29.52,34.85,74,7.0015,27,396
22-06-2011 09:00,3,0,1,1,29.52,34.85,79,11.0014,14,205
22-06-2011 10:00,3,0,1,1,30.34,34.85,70,16.9979,31,104
22-06-2011 11:00,3,0,1,1,30.34,34.85,70,11.0014,37,108
22-06-2011 12:00,3,0,1,2,32.8,38.635,59,15.0013,44,144
22-06-2011 13:00,3,0,1,2,33.62,39.395,56,16.9979,34,113
22-06-2011 14:00,3,0,1,2,33.62,38.635,52,19.0012,32,113
22-06-2011 15:00,3,0,1,2,33.62,39.395,56,19.0012,32,114
22-06-2011 16:00,3,0,1,2,33.62,40.15,59,22.0028,34,224
22-06-2011 17:00,3,0,1,2,32.8,37.88,55,26.0027,67,462
22-06-2011 18:00,3,0,1,2,32.8,38.635,59,16.9979,66,447
22-06-2011 19:00,3,0,1,2,32.8,37.12,52,16.9979,62,280
22-06-2011 20:00,3,0,1,1,30.34,35.605,74,8.9981,52,230
22-06-2011 21:00,3,0,1,1,30.34,35.605,79,11.0014,31,216
22-06-2011 22:00,3,0,1,2,29.52,34.85,79,12.998,25,123
22-06-2011 23:00,3,0,1,2,29.52,34.85,79,15.0013,14,91
23-06-2011 00:00,3,0,1,1,29.52,34.85,79,15.0013,5,44
23-06-2011 01:00,3,0,1,1,29.52,34.85,74,15.0013,5,26
23-06-2011 02:00,3,0,1,1,29.52,34.85,74,15.0013,0,4
23-06-2011 03:00,3,0,1,2,29.52,34.85,74,11.0014,1,4
23-06-2011 04:00,3,0,1,2,28.7,33.335,79,8.9981,0,7
23-06-2011 05:00,3,0,1,1,29.52,34.85,74,11.0014,2,22
23-06-2011 06:00,3,0,1,1,29.52,34.85,74,11.0014,8,92
23-06-2011 07:00,3,0,1,2,29.52,34.85,74,8.9981,26,301
23-06-2011 08:00,3,0,1,2,30.34,34.85,70,12.998,20,412
23-06-2011 09:00,3,0,1,2,30.34,34.85,70,8.9981,33,194
23-06-2011 10:00,3,0,1,2,31.16,36.365,66,8.9981,39,88
23-06-2011 11:00,3,0,1,3,31.16,36.365,66,16.9979,28,108
23-06-2011 12:00,3,0,1,2,31.16,36.365,66,19.0012,30,130
23-06-2011 13:00,3,0,1,2,31.16,35.605,62,19.0012,37,149
23-06-2011 14:00,3,0,1,2,31.16,36.365,66,19.9995,46,103
23-06-2011 15:00,3,0,1,2,31.16,34.85,52,23.9994,62,127
23-06-2011 16:00,3,0,1,2,30.34,34.09,62,19.9995,58,217
23-06-2011 17:00,3,0,1,2,29.52,34.09,70,23.9994,74,495
23-06-2011 18:00,3,0,1,1,29.52,34.09,70,27.9993,57,483
23-06-2011 19:00,3,0,1,1,29.52,34.09,70,23.9994,56,344
23-06-2011 20:00,3,0,1,1,28.7,33.335,74,15.0013,75,277
23-06-2011 21:00,3,0,1,1,28.7,33.335,74,12.998,46,188
23-06-2011 22:00,3,0,1,2,28.7,33.335,74,15.0013,23,139
23-06-2011 23:00,3,0,1,1,28.7,33.335,74,19.0012,15,90
24-06-2011 00:00,3,0,1,1,27.88,31.82,79,12.998,10,53
24-06-2011 01:00,3,0,1,1,27.06,30.305,83,22.0028,8,20
24-06-2011 02:00,3,0,1,1,27.06,30.305,83,22.0028,4,10
24-06-2011 03:00,3,0,1,1,27.06,30.305,83,11.0014,1,4
24-06-2011 04:00,3,0,1,1,27.06,30.305,83,6.0032,1,8
24-06-2011 05:00,3,0,1,1,26.24,28.79,89,6.0032,2,18
24-06-2011 06:00,3,0,1,1,27.06,30.305,83,8.9981,4,87
24-06-2011 07:00,3,0,1,2,27.06,30.305,83,15.0013,21,247
24-06-2011 08:00,3,0,1,1,28.7,33.335,74,15.0013,27,439
24-06-2011 09:00,3,0,1,1,30.34,34.09,62,8.9981,28,203
24-06-2011 10:00,3,0,1,1,32.8,36.365,43,19.0012,43,102
24-06-2011 11:00,3,0,1,1,32.8,35.605,38,22.0028,56,147
24-06-2011 12:00,3,0,1,1,32.8,35.605,41,19.0012,51,150
24-06-2011 13:00,3,0,1,1,32.8,35.605,36,15.0013,43,178
24-06-2011 14:00,3,0,1,1,31.98,34.85,43,19.0012,67,162
24-06-2011 15:00,3,0,1,1,33.62,36.365,34,26.0027,69,147
24-06-2011 16:00,3,0,1,1,32.8,34.85,33,27.9993,80,247
24-06-2011 17:00,3,0,1,1,31.16,33.335,37,16.9979,85,472
24-06-2011 18:00,3,0,1,1,31.16,33.335,37,19.9995,87,365
24-06-2011 19:00,3,0,1,1,30.34,32.575,40,15.0013,92,293
24-06-2011 20:00,3,0,1,1,29.52,32.575,45,11.0014,66,222
24-06-2011 21:00,3,0,1,1,28.7,32.575,48,8.9981,50,183
24-06-2011 22:00,3,0,1,1,28.7,32.575,48,0,41,126
24-06-2011 23:00,3,0,1,1,27.88,31.82,51,8.9981,33,139
25-06-2011 00:00,3,0,0,1,27.88,31.82,47,11.0014,19,97
25-06-2011 01:00,3,0,0,1,27.06,31.06,50,11.0014,20,75
25-06-2011 02:00,3,0,0,2,27.06,31.06,50,12.998,8,51
25-06-2011 03:00,3,0,0,1,26.24,31.06,57,12.998,18,21
25-06-2011 04:00,3,0,0,1,26.24,31.06,57,12.998,7,4
25-06-2011 05:00,3,0,0,1,25.42,30.305,61,8.9981,6,8
25-06-2011 06:00,3,0,0,1,26.24,31.06,57,15.0013,12,17
25-06-2011 07:00,3,0,0,1,26.24,31.06,57,19.0012,7,35
25-06-2011 08:00,3,0,0,1,28.7,32.575,48,16.9979,27,85
25-06-2011 09:00,3,0,0,1,29.52,32.575,45,16.9979,47,139
25-06-2011 10:00,3,0,0,1,29.52,32.575,45,12.998,99,203
25-06-2011 11:00,3,0,0,1,30.34,33.335,42,0,122,209
25-06-2011 12:00,3,0,0,1,30.34,32.575,40,19.0012,140,252
25-06-2011 13:00,3,0,0,1,30.34,32.575,40,19.0012,140,231
25-06-2011 14:00,3,0,0,1,30.34,33.335,45,19.9995,151,232
25-06-2011 15:00,3,0,0,1,30.34,33.335,45,0,157,235
25-06-2011 16:00,3,0,0,1,31.16,34.09,43,19.9995,175,235
25-06-2011 17:00,3,0,0,1,30.34,33.335,42,15.0013,152,247
25-06-2011 18:00,3,0,0,1,29.52,32.575,45,16.9979,108,199
25-06-2011 19:00,3,0,0,1,29.52,33.335,48,19.0012,121,254
25-06-2011 20:00,3,0,0,1,28.7,32.575,48,12.998,74,195
25-06-2011 21:00,3,0,0,1,27.88,31.82,51,11.0014,62,140
25-06-2011 22:00,3,0,0,1,27.88,31.82,47,12.998,61,126
25-06-2011 23:00,3,0,0,2,27.06,31.06,50,19.9995,49,130
26-06-2011 00:00,3,0,0,1,26.24,31.06,53,0,30,85
26-06-2011 01:00,3,0,0,1,26.24,31.06,53,7.0015,17,73
26-06-2011 02:00,3,0,0,1,25.42,31.06,57,7.0015,17,70
26-06-2011 03:00,3,0,0,1,24.6,30.305,64,7.0015,12,22
26-06-2011 04:00,3,0,0,1,24.6,30.305,64,6.0032,3,8
26-06-2011 05:00,3,0,0,1,24.6,30.305,64,0,3,9
26-06-2011 06:00,3,0,0,1,24.6,30.305,64,0,7,13
26-06-2011 07:00,3,0,0,1,25.42,30.305,61,0,24,27
26-06-2011 08:00,3,0,0,1,26.24,31.06,61,12.998,29,78
26-06-2011 09:00,3,0,0,1,27.06,31.06,54,6.0032,75,131
26-06-2011 10:00,3,0,0,1,29.52,33.335,48,7.0015,136,196
26-06-2011 11:00,3,0,0,1,29.52,32.575,45,8.9981,127,219
26-06-2011 12:00,3,0,0,1,30.34,32.575,40,11.0014,175,268
26-06-2011 13:00,3,0,0,1,30.34,32.575,40,0,197,245
26-06-2011 14:00,3,0,0,1,30.34,32.575,40,8.9981,197,246
26-06-2011 15:00,3,0,0,1,30.34,32.575,40,0,174,229
